Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Unfallstunde;Wochentag;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.5732499346059, 7.598302470430686;"{""coordinates"": [7.598302470430686, 47.5732499346059], ""type"": ""Point""}";31015;Schleuder- oder Selbstunfall;3 Unfall mit Schwerverletzten;2020;4;1;1 Montag;Nebenstrasse;False;False;False
47.565621197035526, 7.593176958525392;"{""coordinates"": [7.593176958525392, 47.565621197035526], ""type"": ""Point""}";31016;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2013;6;0;3 Mittwoch;Nebenstrasse;False;False;False
47.55948069559683, 7.610843824458347;"{""coordinates"": [7.610843824458347, 47.55948069559683], ""type"": ""Point""}";31037;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2015;5;15;3 Mittwoch;Nebenstrasse;False;False;False
47.5667289058333, 7.561699620895168;"{""coordinates"": [7.561699620895168, 47.5667289058333], ""type"": ""Point""}";31041;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2017;7;14;2 Dienstag;Nebenstrasse;False;False;False
47.55955658588043, 7.5884691857666695;"{""coordinates"": [7.58846918576667, 47.55955658588043], ""type"": ""Point""}";31043;Schleuder- oder Selbstunfall;3 Unfall mit Schwerverletzten;2023;8;4;6 Samstag;Nebenstrasse;False;True;False
47.56244890531613, 7.610654091380858;"{""coordinates"": [7.610654091380858, 47.56244890531613], ""type"": ""Point""}";31051;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2014;4;5;3 Mittwoch;Autobahn;False;False;False
47.57187312222813, 7.598869814577666;"{""coordinates"": [7.598869814577666, 47.57187312222813], ""type"": ""Point""}";31053;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2016;5;6;7 Sonntag;Autobahn;False;False;False
47.557574349560646, 7.584225312106621;"{""coordinates"": [7.584225312106621, 47.557574349560646], ""type"": ""Point""}";31059;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2019;11;0;1 Montag;Nebenstrasse;False;False;False
47.55293764590543, 7.594973597576258;"{""coordinates"": [7.594973597576258, 47.55293764590543], ""type"": ""Point""}";31074;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2019;9;21;3 Mittwoch;Nebenstrasse;False;True;False
47.56897699462243, 7.570249683732071;"{""coordinates"": [7.570249683732071, 47.56897699462243], ""type"": ""Point""}";31091;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2014;5;21;2 Dienstag;Nebenstrasse;False;False;False
47.55574512291113, 7.579756302261895;"{""coordinates"": [7.579756302261895, 47.55574512291113], ""type"": ""Point""}";31100;Schleuder- oder Selbstunfall;1 Unfall mit Sachschaden;2020;7;17;1 Montag;Nebenstrasse;False;False;False
47.570805637341905, 7.596846596141194;"{""coordinates"": [7.596846596141194, 47.570805637341905], ""type"": ""Point""}";21278;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;11;13;3 Mittwoch;Autobahn;False;False;False
47.56243083945371, 7.610707183029078;"{""coordinates"": [7.610707183029078, 47.56243083945371], ""type"": ""Point""}";21285;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2020;8;15;6 Samstag;Autobahn;False;False;False
47.54240793074027, 7.618519140354802;"{""coordinates"": [7.618519140354802, 47.54240793074027], ""type"": ""Point""}";21322;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2013;9;6;1 Montag;Hauptstrasse;False;False;False
47.5680471709542, 7.601489526568808;"{""coordinates"": [7.601489526568808, 47.5680471709542], ""type"": ""Point""}";21326;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2013;10;11;6 Samstag;Nebenstrasse;False;False;True
47.55490998612434, 7.612117778016983;"{""coordinates"": [7.612117778016983, 47.55490998612434], ""type"": ""Point""}";21344;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;7;15;2 Dienstag;Nebenstrasse;False;False;False
47.569472471935654, 7.604816183738995;"{""coordinates"": [7.604816183738995, 47.569472471935654], ""type"": ""Point""}";21355;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;2;8;6 Samstag;Autobahn;False;False;False
47.544181207171626, 7.599025816275197;"{""coordinates"": [7.599025816275197, 47.544181207171626], ""type"": ""Point""}";21381;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2018;8;18;3 Mittwoch;Nebenstrasse;False;True;False
47.54962216532115, 7.592559440859801;"{""coordinates"": [7.592559440859801, 47.54962216532115], ""type"": ""Point""}";21386;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2016;6;9;3 Mittwoch;Nebenstrasse;False;True;False
47.54057453810545, 7.617649630767461;"{""coordinates"": [7.617649630767461, 47.54057453810545], ""type"": ""Point""}";21402;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;2;16;4 Donnerstag;Hauptstrasse;False;False;False
47.58670830525648, 7.6616466805985075;"{""coordinates"": [7.661646680598508, 47.58670830525648], ""type"": ""Point""}";21415;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;1;16;4 Donnerstag;Hauptstrasse;False;False;False
47.54936277432487, 7.5844553359107465;"{""coordinates"": [7.584455335910746, 47.54936277432487], ""type"": ""Point""}";21438;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;4;13;3 Mittwoch;Nebenstrasse;False;True;False
47.54068502317799, 7.597275371184024;"{""coordinates"": [7.597275371184024, 47.54068502317799], ""type"": ""Point""}";21448;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;8;16;5 Freitag;Nebenstrasse;False;False;False
47.56560039191388, 7.608139480961151;"{""coordinates"": [7.608139480961151, 47.56560039191388], ""type"": ""Point""}";21455;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;1;17;1 Montag;Autobahn;False;False;False
47.543260068790545, 7.61998310695917;"{""coordinates"": [7.61998310695917, 47.543260068790545], ""type"": ""Point""}";21463;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;2;10;6 Samstag;Autobahn;False;False;False
47.54383917054213, 7.599224031196524;"{""coordinates"": [7.599224031196524, 47.54383917054213], ""type"": ""Point""}";21480;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2017;3;8;4 Donnerstag;Nebenstrasse;False;True;False
47.5591176062495, 7.613088095333851;"{""coordinates"": [7.613088095333851, 47.5591176062495], ""type"": ""Point""}";21498;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2019;2;11;3 Mittwoch;Autobahn;False;False;False
47.55351699821091, 7.577824059716266;"{""coordinates"": [7.577824059716266, 47.55351699821091], ""type"": ""Point""}";21525;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2011;1;17;5 Freitag;Nebenstrasse;False;False;False
47.57345200314266, 7.601758534210598;"{""coordinates"": [7.601758534210598, 47.57345200314266], ""type"": ""Point""}";21536;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;6;17;1 Montag;Autobahn;False;False;False
47.56631964620768, 7.588634334218287;"{""coordinates"": [7.588634334218287, 47.56631964620768], ""type"": ""Point""}";21542;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2012;2;5;3 Mittwoch;Nebenstrasse;False;False;False
47.56825038966546, 7.597609780558248;"{""coordinates"": [7.597609780558248, 47.56825038966546], ""type"": ""Point""}";21554;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2013;7;16;7 Sonntag;Nebenstrasse;False;True;False
47.54270868502815, 7.621747810931261;"{""coordinates"": [7.621747810931261, 47.54270868502815], ""type"": ""Point""}";21562;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;8;18;2 Dienstag;Autobahn;False;False;False
47.54531098445874, 7.588083869155954;"{""coordinates"": [7.588083869155954, 47.54531098445874], ""type"": ""Point""}";21583;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2017;5;15;3 Mittwoch;Nebenstrasse;False;True;False
47.57960042256339, 7.590864789176524;"{""coordinates"": [7.590864789176524, 47.57960042256339], ""type"": ""Point""}";21625;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2012;3;22;2 Dienstag;Nebenstrasse;False;False;False
47.5509762302317, 7.595552377864677;"{""coordinates"": [7.595552377864677, 47.5509762302317], ""type"": ""Point""}";21661;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;12;14;2 Dienstag;Nebenstrasse;False;False;False
47.56444459483823, 7.598674772797801;"{""coordinates"": [7.598674772797801, 47.56444459483823], ""type"": ""Point""}";21665;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2015;6;11;6 Samstag;Nebenstrasse;False;True;False
47.571147233899715, 7.575663912593271;"{""coordinates"": [7.575663912593271, 47.571147233899715], ""type"": ""Point""}";21702;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2018;10;14;3 Mittwoch;Autobahn;False;False;False
47.54253361721841, 7.6186656714248855;"{""coordinates"": [7.618665671424885, 47.54253361721841], ""type"": ""Point""}";21787;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;2;17;6 Samstag;Hauptstrasse;False;False;False
47.57187639709955, 7.602976383008789;"{""coordinates"": [7.602976383008789, 47.57187639709955], ""type"": ""Point""}";21799;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2012;11;8;2 Dienstag;Autobahn;False;False;False
47.54441572170954, 7.6171046307633175;"{""coordinates"": [7.617104630763317, 47.54441572170954], ""type"": ""Point""}";21824;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;8;18;4 Donnerstag;Autobahn;False;False;False
47.5686980297361, 7.605504802150815;"{""coordinates"": [7.605504802150815, 47.5686980297361], ""type"": ""Point""}";21842;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2018;12;11;4 Donnerstag;Autobahn;False;False;False
47.55943242510813, 7.613062551135465;"{""coordinates"": [7.613062551135465, 47.55943242510813], ""type"": ""Point""}";21857;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2019;6;9;6 Samstag;Autobahn;False;False;False
47.563034875375116, 7.583150611123513;"{""coordinates"": [7.583150611123513, 47.563034875375116], ""type"": ""Point""}";21871;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;1;13;4 Donnerstag;Nebenstrasse;False;False;False
47.57519799405044, 7.600886687337606;"{""coordinates"": [7.600886687337606, 47.57519799405044], ""type"": ""Point""}";21963;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2022;3;10;4 Donnerstag;Hauptstrasse;False;False;False
47.57077500603873, 7.59285963864124;"{""coordinates"": [7.59285963864124, 47.57077500603873], ""type"": ""Point""}";10411;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;8;12;4 Donnerstag;Autobahn;False;False;False
47.54271763697035, 7.62177440673175;"{""coordinates"": [7.62177440673175, 47.54271763697035], ""type"": ""Point""}";11005;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2023;2;11;7 Sonntag;Autobahn;False;False;False
47.566121501998396, 7.608499922920326;"{""coordinates"": [7.608499922920326, 47.566121501998396], ""type"": ""Point""}";11623;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;12;15;2 Dienstag;Nebenstrasse;False;False;True
47.5457020798436, 7.6047820448758685;"{""coordinates"": [7.604782044875869, 47.5457020798436], ""type"": ""Point""}";11894;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2023;11;1;6 Samstag;Nebenstrasse;False;True;False
47.54308829653397, 7.620553676488676;"{""coordinates"": [7.620553676488676, 47.54308829653397], ""type"": ""Point""}";12166;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;9;15;6 Samstag;Autobahn;False;False;False
47.5700986781548, 7.572471772275217;"{""coordinates"": [7.572471772275217, 47.5700986781548], ""type"": ""Point""}";12560;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;12;20;2 Dienstag;Autobahn;False;False;False
47.54399763760755, 7.5811066997967576;"{""coordinates"": [7.581106699796758, 47.54399763760755], ""type"": ""Point""}";12682;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;10;17;4 Donnerstag;Hauptstrasse;False;False;False
47.58076553122161, 7.600558022693888;"{""coordinates"": [7.600558022693888, 47.58076553122161], ""type"": ""Point""}";12761;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;12;15;6 Samstag;Autobahn;False;False;False
47.570255827966065, 7.604180730596165;"{""coordinates"": [7.604180730596165, 47.570255827966065], ""type"": ""Point""}";13607;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2023;11;7;4 Donnerstag;Autobahn;False;False;False
47.561719237179965, 7.611448976831174;"{""coordinates"": [7.611448976831174, 47.561719237179965], ""type"": ""Point""}";13669;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;8;16;3 Mittwoch;Autobahn;False;False;False
47.567003704799795, 7.595067942999298;"{""coordinates"": [7.595067942999298, 47.567003704799795], ""type"": ""Point""}";13935;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2020;12;9;5 Freitag;Nebenstrasse;False;True;False
47.54559217885365, 7.599787199566267;"{""coordinates"": [7.599787199566267, 47.54559217885365], ""type"": ""Point""}";10513;Schleuder- oder Selbstunfall;2 Unfall mit Leichtverletzten;2023;11;17;6 Samstag;Nebenstrasse;False;False;False
47.565069087788274, 7.608602877913682;"{""coordinates"": [7.608602877913682, 47.565069087788274], ""type"": ""Point""}";14920;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2023;2;16;5 Freitag;Autobahn;False;False;False
47.54296240496704, 7.620539964731977;"{""coordinates"": [7.620539964731977, 47.54296240496704], ""type"": ""Point""}";14924;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2022;11;14;5 Freitag;Autobahn;False;False;False
47.557286636511186, 7.5689454298906815;"{""coordinates"": [7.568945429890682, 47.557286636511186], ""type"": ""Point""}";15155;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2023;12;13;4 Donnerstag;Nebenstrasse;False;False;False
47.54385877429078, 7.610687164375868;"{""coordinates"": [7.610687164375868, 47.54385877429078], ""type"": ""Point""}";15348;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2023;12;12;4 Donnerstag;Hauptstrasse;False;False;True
47.573779464519326, 7.592429738188282;"{""coordinates"": [7.592429738188282, 47.573779464519326], ""type"": ""Point""}";15906;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2014;8;6;5 Freitag;Nebenstrasse;False;False;True
47.57539795355235, 7.599372153708415;"{""coordinates"": [7.599372153708415, 47.57539795355235], ""type"": ""Point""}";16309;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2011;12;19;3 Mittwoch;Hauptstrasse;False;False;False
47.555003355849315, 7.615811482001144;"{""coordinates"": [7.615811482001144, 47.555003355849315], ""type"": ""Point""}";16328;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;11;12;2 Dienstag;Autobahn;False;False;False
47.5616564981923, 7.61130261358929;"{""coordinates"": [7.61130261358929, 47.5616564981923], ""type"": ""Point""}";16725;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;12;16;1 Montag;Autobahn;False;False;False
47.57125378109673, 7.597977546917137;"{""coordinates"": [7.597977546917137, 47.57125378109673], ""type"": ""Point""}";16942;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;11;8;1 Montag;Autobahn;False;False;False
47.551567537740034, 7.615946206887912;"{""coordinates"": [7.615946206887912, 47.551567537740034], ""type"": ""Point""}";17034;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2023;12;19;4 Donnerstag;Autobahn;False;False;False
47.54290744440562, 7.621177341639714;"{""coordinates"": [7.621177341639714, 47.54290744440562], ""type"": ""Point""}";17072;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2022;11;12;3 Mittwoch;Autobahn;False;False;False
47.566217561440475, 7.591065826980077;"{""coordinates"": [7.591065826980077, 47.566217561440475], ""type"": ""Point""}";17410;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2023;9;10;5 Freitag;Nebenstrasse;False;True;False
47.55143108885548, 7.577287238878926;"{""coordinates"": [7.577287238878926, 47.55143108885548], ""type"": ""Point""}";17485;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2023;12;11;3 Mittwoch;Nebenstrasse;False;False;False
47.57608154327446, 7.59932104901796;"{""coordinates"": [7.59932104901796, 47.57608154327446], ""type"": ""Point""}";17651;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2023;10;18;4 Donnerstag;Autobahn;False;False;False
47.56761049401606, 7.598591243420921;"{""coordinates"": [7.598591243420921, 47.56761049401606], ""type"": ""Point""}";17790;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2022;7;18;1 Montag;Nebenstrasse;False;False;True
47.54016353952941, 7.6216859503329335;"{""coordinates"": [7.621685950332934, 47.54016353952941], ""type"": ""Point""}";17904;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2020;11;9;1 Montag;Hauptstrasse;False;False;False
47.57392778633446, 7.65232979903632;"{""coordinates"": [7.65232979903632, 47.57392778633446], ""type"": ""Point""}";18065;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;8;14;3 Mittwoch;Hauptstrasse;False;False;False
47.5493643230904, 7.575767479722302;"{""coordinates"": [7.575767479722302, 47.5493643230904], ""type"": ""Point""}";18627;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2022;8;13;7 Sonntag;Nebenstrasse;False;False;False
47.5740711048361, 7.574873989308331;"{""coordinates"": [7.574873989308331, 47.5740711048361], ""type"": ""Point""}";18655;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2022;11;8;4 Donnerstag;Hauptstrasse;False;False;False
47.560062638991774, 7.6126261442115295;"{""coordinates"": [7.612626144211529, 47.560062638991774], ""type"": ""Point""}";19039;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2022;10;12;3 Mittwoch;Autobahn;False;False;False
47.55341983674028, 7.61621806605048;"{""coordinates"": [7.61621806605048, 47.55341983674028], ""type"": ""Point""}";19459;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2014;9;12;2 Dienstag;Autobahn;False;False;False
