Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Unfallstunde;Wochentag;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.56144190242002, 7.568796112228835;"{""coordinates"": [7.568796112228835, 47.56144190242002], ""type"": ""Point""}";28624;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;12;21;3 Mittwoch;Nebenstrasse;False;False;False
47.55159701131399, 7.595394784944492;"{""coordinates"": [7.595394784944492, 47.55159701131399], ""type"": ""Point""}";28665;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2011;12;7;5 Freitag;Nebenstrasse;False;False;False
47.56462701884031, 7.6032995499800675;"{""coordinates"": [7.603299549980068, 47.56462701884031], ""type"": ""Point""}";28673;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;8;12;4 Donnerstag;Nebenstrasse;False;True;False
47.56673254519562, 7.620753911402552;"{""coordinates"": [7.620753911402552, 47.56673254519562], ""type"": ""Point""}";28784;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2017;5;20;4 Donnerstag;Nebenstrasse;False;False;False
47.54004691312593, 7.621499604073923;"{""coordinates"": [7.621499604073923, 47.54004691312593], ""type"": ""Point""}";28830;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;11;8;4 Donnerstag;Nebenstrasse;False;True;False
47.53933260726444, 7.606090394434106;"{""coordinates"": [7.606090394434106, 47.53933260726444], ""type"": ""Point""}";28910;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2023;7;13;3 Mittwoch;Nebenstrasse;False;False;False
47.53266574571068, 7.594914272280249;"{""coordinates"": [7.594914272280249, 47.53266574571068], ""type"": ""Point""}";28948;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2013;3;9;7 Sonntag;Nebenstrasse;False;False;False
47.55998145751769, 7.612785321814659;"{""coordinates"": [7.612785321814659, 47.55998145751769], ""type"": ""Point""}";28958;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2024;4;20;7 Sonntag;Nebenstrasse;False;False;True
47.54392539519389, 7.581345598138195;"{""coordinates"": [7.581345598138195, 47.54392539519389], ""type"": ""Point""}";28973;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2019;1;12;2 Dienstag;Hauptstrasse;False;True;False
47.58679409856707, 7.6493903464422734;"{""coordinates"": [7.649390346442273, 47.58679409856707], ""type"": ""Point""}";29058;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2019;7;9;3 Mittwoch;Nebenstrasse;False;True;False
47.541482992643935, 7.599084123852282;"{""coordinates"": [7.599084123852282, 47.541482992643935], ""type"": ""Point""}";29067;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;5;17;1 Montag;Nebenstrasse;False;True;False
47.56234062770899, 7.610892916414572;"{""coordinates"": [7.610892916414572, 47.56234062770899], ""type"": ""Point""}";29092;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;5;9;4 Donnerstag;Nebenstrasse;False;False;False
47.55235634836879, 7.578206300068345;"{""coordinates"": [7.578206300068345, 47.55235634836879], ""type"": ""Point""}";29101;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2015;5;12;4 Donnerstag;Hauptstrasse;False;True;False
47.562332007127296, 7.610640427096545;"{""coordinates"": [7.610640427096545, 47.562332007127296], ""type"": ""Point""}";29141;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2019;9;11;5 Freitag;Nebenstrasse;False;False;False
47.565474138002486, 7.595541837436296;"{""coordinates"": [7.595541837436296, 47.565474138002486], ""type"": ""Point""}";29159;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2014;5;18;5 Freitag;Nebenstrasse;False;True;False
47.57070909294486, 7.5950788012295565;"{""coordinates"": [7.595078801229556, 47.57070909294486], ""type"": ""Point""}";29233;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2021;7;7;3 Mittwoch;Nebenstrasse;False;False;False
47.56714335891218, 7.5770888178468105;"{""coordinates"": [7.577088817846811, 47.56714335891218], ""type"": ""Point""}";29259;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2014;7;17;3 Mittwoch;Nebenstrasse;False;True;False
47.56656625348458, 7.592634865470781;"{""coordinates"": [7.592634865470781, 47.56656625348458], ""type"": ""Point""}";29330;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2014;1;14;4 Donnerstag;Hauptstrasse;False;False;False
47.55380606078042, 7.5767619884969815;"{""coordinates"": [7.576761988496981, 47.55380606078042], ""type"": ""Point""}";29333;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2020;2;17;4 Donnerstag;Hauptstrasse;False;True;False
47.545277985413286, 7.599361189809877;"{""coordinates"": [7.599361189809877, 47.545277985413286], ""type"": ""Point""}";29351;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2020;5;19;1 Montag;Hauptstrasse;False;False;False
47.55716263789169, 7.575136468843351;"{""coordinates"": [7.575136468843351, 47.55716263789169], ""type"": ""Point""}";29380;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2020;6;1;4 Donnerstag;Nebenstrasse;False;True;False
47.54997378170975, 7.584908671218889;"{""coordinates"": [7.584908671218889, 47.54997378170975], ""type"": ""Point""}";29425;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2013;4;16;5 Freitag;Nebenstrasse;False;False;False
47.54801598897899, 7.609265907431498;"{""coordinates"": [7.609265907431498, 47.54801598897899], ""type"": ""Point""}";29464;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2011;10;17;7 Sonntag;Nebenstrasse;False;False;False
47.54932754570296, 7.58385745156133;"{""coordinates"": [7.58385745156133, 47.54932754570296], ""type"": ""Point""}";29470;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2015;4;13;6 Samstag;Nebenstrasse;False;True;False
47.54887520870665, 7.585968389149043;"{""coordinates"": [7.585968389149043, 47.54887520870665], ""type"": ""Point""}";29480;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2014;7;9;6 Samstag;Nebenstrasse;False;True;False
47.56515474697189, 7.617466349817351;"{""coordinates"": [7.617466349817351, 47.56515474697189], ""type"": ""Point""}";29632;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;10;17;4 Donnerstag;Nebenstrasse;False;True;False
47.564029020279854, 7.5791935178886405;"{""coordinates"": [7.57919351788864, 47.564029020279854], ""type"": ""Point""}";29676;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2011;6;18;5 Freitag;Nebenstrasse;False;True;False
47.548679379925645, 7.591374445851737;"{""coordinates"": [7.591374445851737, 47.548679379925645], ""type"": ""Point""}";29767;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2015;11;10;1 Montag;Nebenstrasse;False;True;False
47.5708440935997, 7.580965672680881;"{""coordinates"": [7.580965672680881, 47.5708440935997], ""type"": ""Point""}";29788;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2018;2;5;6 Samstag;Hauptstrasse;False;True;False
47.56435479848807, 7.577520094208244;"{""coordinates"": [7.577520094208244, 47.56435479848807], ""type"": ""Point""}";29809;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2012;9;22;6 Samstag;Nebenstrasse;False;True;False
47.55635462422469, 7.581458512330929;"{""coordinates"": [7.581458512330929, 47.55635462422469], ""type"": ""Point""}";29823;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;5;23;4 Donnerstag;Hauptstrasse;False;False;False
47.54672776088928, 7.584328592897582;"{""coordinates"": [7.584328592897582, 47.54672776088928], ""type"": ""Point""}";29827;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2011;2;7;7 Sonntag;Nebenstrasse;False;False;False
47.54694363311108, 7.598051127841633;"{""coordinates"": [7.598051127841633, 47.54694363311108], ""type"": ""Point""}";29842;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2023;8;17;3 Mittwoch;Nebenstrasse;False;False;False
47.55648592910358, 7.584368491568407;"{""coordinates"": [7.584368491568407, 47.55648592910358], ""type"": ""Point""}";29856;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2023;6;16;1 Montag;Nebenstrasse;False;True;False
47.56407405272446, 7.579140484872508;"{""coordinates"": [7.579140484872508, 47.56407405272446], ""type"": ""Point""}";29902;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2024;9;18;3 Mittwoch;Nebenstrasse;False;True;False
47.56465392472499, 7.603352785091885;"{""coordinates"": [7.603352785091885, 47.56465392472499], ""type"": ""Point""}";29914;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2024;12;17;6 Samstag;Nebenstrasse;False;False;False
47.55648592910358, 7.584368491568407;"{""coordinates"": [7.584368491568407, 47.55648592910358], ""type"": ""Point""}";29935;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2023;9;18;1 Montag;Nebenstrasse;False;True;False
47.565825507559936, 7.573484270935332;"{""coordinates"": [7.573484270935332, 47.565825507559936], ""type"": ""Point""}";30051;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;10;15;5 Freitag;Nebenstrasse;False;False;False
47.55192604635579, 7.598145712028055;"{""coordinates"": [7.598145712028055, 47.55192604635579], ""type"": ""Point""}";30072;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2013;8;20;4 Donnerstag;Nebenstrasse;False;False;False
47.56266635063142, 7.596835763204423;"{""coordinates"": [7.596835763204423, 47.56266635063142], ""type"": ""Point""}";30073;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2011;11;16;2 Dienstag;Nebenstrasse;True;False;False
47.56198591088737, 7.594548321881853;"{""coordinates"": [7.594548321881853, 47.56198591088737], ""type"": ""Point""}";30074;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;4;23;6 Samstag;Nebenstrasse;False;True;False
47.54742951456978, 7.6223219277087155;"{""coordinates"": [7.622321927708716, 47.54742951456978], ""type"": ""Point""}";30079;Überqueren der Fahrbahn;4 Unfall mit Getöteten;2015;10;7;5 Freitag;Hauptstrasse;False;True;False
47.563494597265105, 7.596226981832496;"{""coordinates"": [7.596226981832496, 47.563494597265105], ""type"": ""Point""}";30102;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;11;11;2 Dienstag;Nebenstrasse;False;True;False
47.54532366773777, 7.5988432830849355;"{""coordinates"": [7.598843283084936, 47.54532366773777], ""type"": ""Point""}";30114;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2017;1;5;1 Montag;Hauptstrasse;False;False;False
47.54531458263852, 7.5989096717429625;"{""coordinates"": [7.598909671742963, 47.54531458263852], ""type"": ""Point""}";30148;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2019;1;17;2 Dienstag;Hauptstrasse;False;False;True
47.560515412311894, 7.597892348671047;"{""coordinates"": [7.597892348671047, 47.560515412311894], ""type"": ""Point""}";30174;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2015;1;9;2 Dienstag;Nebenstrasse;False;True;False
47.536673076331226, 7.604249272751792;"{""coordinates"": [7.604249272751792, 47.536673076331226], ""type"": ""Point""}";30305;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2019;4;6;1 Montag;Nebenstrasse;False;True;False
47.57100406735099, 7.575038933889492;"{""coordinates"": [7.575038933889492, 47.57100406735099], ""type"": ""Point""}";30336;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2015;1;9;1 Montag;Nebenstrasse;False;False;False
47.54600167741789, 7.596294913168306;"{""coordinates"": [7.596294913168306, 47.54600167741789], ""type"": ""Point""}";30337;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2015;6;19;4 Donnerstag;Hauptstrasse;False;False;False
47.56670552264449, 7.620780396232256;"{""coordinates"": [7.620780396232256, 47.56670552264449], ""type"": ""Point""}";30355;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2024;7;19;1 Montag;Nebenstrasse;False;False;False
47.554781516649825, 7.594859425942369;"{""coordinates"": [7.594859425942369, 47.554781516649825], ""type"": ""Point""}";30367;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;9;8;4 Donnerstag;Nebenstrasse;False;True;False
47.555254308772945, 7.616383599361387;"{""coordinates"": [7.616383599361387, 47.555254308772945], ""type"": ""Point""}";30380;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2015;8;3;6 Samstag;Hauptstrasse;False;False;False
47.56145071813754, 7.568955580244445;"{""coordinates"": [7.568955580244445, 47.56145071813754], ""type"": ""Point""}";30411;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2022;3;9;4 Donnerstag;Nebenstrasse;False;False;False
47.554064953559546, 7.5856904243305605;"{""coordinates"": [7.585690424330561, 47.554064953559546], ""type"": ""Point""}";30418;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2011;11;9;3 Mittwoch;Nebenstrasse;False;True;False
47.54526899167764, 7.599361162740227;"{""coordinates"": [7.599361162740227, 47.54526899167764], ""type"": ""Point""}";30422;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2022;3;14;5 Freitag;Hauptstrasse;False;False;False
47.574946431055686, 7.60069985407007;"{""coordinates"": [7.60069985407007, 47.574946431055686], ""type"": ""Point""}";30522;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2017;6;21;3 Mittwoch;Hauptstrasse;False;False;False
47.56859926028619, 7.592308504256128;"{""coordinates"": [7.592308504256128, 47.56859926028619], ""type"": ""Point""}";30584;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2016;5;18;7 Sonntag;Nebenstrasse;False;True;False
47.551917089015795, 7.598119115599705;"{""coordinates"": [7.598119115599705, 47.551917089015795], ""type"": ""Point""}";30622;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2011;11;7;1 Montag;Nebenstrasse;False;False;False
47.555411630650156, 7.580353278177365;"{""coordinates"": [7.580353278177365, 47.555411630650156], ""type"": ""Point""}";30625;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2018;7;6;1 Montag;Nebenstrasse;False;False;True
47.56546511408895, 7.574041466752566;"{""coordinates"": [7.574041466752566, 47.56546511408895], ""type"": ""Point""}";30626;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2013;8;14;6 Samstag;Nebenstrasse;False;False;False
47.550870416394716, 7.587076510827459;"{""coordinates"": [7.587076510827459, 47.550870416394716], ""type"": ""Point""}";30655;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2017;5;8;2 Dienstag;Nebenstrasse;False;False;False
47.57547034212466, 7.599053394126821;"{""coordinates"": [7.599053394126821, 47.57547034212466], ""type"": ""Point""}";30733;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2011;8;10;4 Donnerstag;Hauptstrasse;False;False;False
47.557287154944376, 7.568480415200202;"{""coordinates"": [7.568480415200202, 47.557287154944376], ""type"": ""Point""}";30742;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2021;11;13;3 Mittwoch;Nebenstrasse;False;False;True
47.57624108256407, 7.572713103148226;"{""coordinates"": [7.572713103148226, 47.57624108256407], ""type"": ""Point""}";30758;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2024;7;17;6 Samstag;Hauptstrasse;False;False;False
47.564600037823034, 7.603299466738833;"{""coordinates"": [7.603299466738833, 47.564600037823034], ""type"": ""Point""}";30778;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2018;8;12;5 Freitag;Nebenstrasse;False;False;True
47.575677342085726, 7.598947690045535;"{""coordinates"": [7.598947690045535, 47.575677342085726], ""type"": ""Point""}";30908;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2013;7;20;3 Mittwoch;Hauptstrasse;False;False;False
47.54114857110313, 7.600278511785237;"{""coordinates"": [7.600278511785237, 47.54114857110313], ""type"": ""Point""}";30927;Überqueren der Fahrbahn;2 Unfall mit Leichtverletzten;2017;2;11;1 Montag;Nebenstrasse;False;False;False
47.55001161570154, 7.5597482158993135;"{""coordinates"": [7.559748215899313, 47.55001161570154], ""type"": ""Point""}";30997;Überqueren der Fahrbahn;3 Unfall mit Schwerverletzten;2021;9;13;2 Dienstag;Nebenstrasse;False;True;False
47.565781210868955, 7.607488928161145;"{""coordinates"": [7.607488928161145, 47.565781210868955], ""type"": ""Point""}";31006;Überqueren der Fahrbahn;1 Unfall mit Sachschaden;2012;1;3;7 Sonntag;Nebenstrasse;False;False;False
47.55647114908216, 7.5889255393591695;"{""coordinates"": [7.588925539359169, 47.55647114908216], ""type"": ""Point""}";21314;Frontalkollision;2 Unfall mit Leichtverletzten;2020;8;8;2 Dienstag;Nebenstrasse;False;True;False
47.53932833681606, 7.596261933548187;"{""coordinates"": [7.596261933548187, 47.53932833681606], ""type"": ""Point""}";21546;Frontalkollision;2 Unfall mit Leichtverletzten;2019;11;8;1 Montag;Nebenstrasse;False;False;False
47.54507648175202, 7.5886012548341;"{""coordinates"": [7.5886012548341, 47.54507648175202], ""type"": ""Point""}";21550;Frontalkollision;1 Unfall mit Sachschaden;2012;8;12;1 Montag;Nebenstrasse;False;False;False
47.58152015677704, 7.594578800721725;"{""coordinates"": [7.594578800721725, 47.58152015677704], ""type"": ""Point""}";21746;Frontalkollision;2 Unfall mit Leichtverletzten;2018;12;19;5 Freitag;Nebenstrasse;False;False;False
47.54151184019411, 7.59099533245337;"{""coordinates"": [7.59099533245337, 47.54151184019411], ""type"": ""Point""}";12256;Frontalkollision;2 Unfall mit Leichtverletzten;2023;10;12;1 Montag;Nebenstrasse;False;True;False
47.56859248259382, 7.672109071401227;"{""coordinates"": [7.672109071401227, 47.56859248259382], ""type"": ""Point""}";12418;Frontalkollision;2 Unfall mit Leichtverletzten;2014;11;16;7 Sonntag;Nebenstrasse;False;True;False
47.58107138054719, 7.593899590618837;"{""coordinates"": [7.593899590618837, 47.58107138054719], ""type"": ""Point""}";15568;Frontalkollision;1 Unfall mit Sachschaden;2011;12;11;1 Montag;Nebenstrasse;False;False;False
47.54258731246873, 7.618838525155771;"{""coordinates"": [7.618838525155771, 47.54258731246873], ""type"": ""Point""}";17335;Frontalkollision;3 Unfall mit Schwerverletzten;2022;7;11;7 Sonntag;andere;False;False;False
47.567444196415785, 7.58837171864003;"{""coordinates"": [7.58837171864003, 47.567444196415785], ""type"": ""Point""}";18824;Frontalkollision;2 Unfall mit Leichtverletzten;2023;10;9;4 Donnerstag;Nebenstrasse;False;True;False
47.56641556113892, 7.590960084513892;"{""coordinates"": [7.590960084513892, 47.56641556113892], ""type"": ""Point""}";19653;Frontalkollision;1 Unfall mit Sachschaden;2022;10;20;7 Sonntag;Nebenstrasse;False;False;False
47.54178738313358, 7.618503766479524;"{""coordinates"": [7.618503766479524, 47.54178738313358], ""type"": ""Point""}";19999;Frontalkollision;2 Unfall mit Leichtverletzten;2023;11;13;3 Mittwoch;Nebenstrasse;False;False;False
47.573563946518114, 7.639476644947077;"{""coordinates"": [7.639476644947077, 47.573563946518114], ""type"": ""Point""}";22164;Frontalkollision;2 Unfall mit Leichtverletzten;2021;7;23;5 Freitag;Nebenstrasse;False;False;False
47.55900970468699, 7.5871124176326665;"{""coordinates"": [7.587112417632667, 47.55900970468699], ""type"": ""Point""}";22165;Frontalkollision;2 Unfall mit Leichtverletzten;2019;5;20;5 Freitag;Nebenstrasse;False;False;False
47.55908229621903, 7.586607727676098;"{""coordinates"": [7.586607727676098, 47.55908229621903], ""type"": ""Point""}";22221;Frontalkollision;1 Unfall mit Sachschaden;2022;2;18;1 Montag;andere;False;False;False
47.563484201130464, 7.627413267096693;"{""coordinates"": [7.627413267096693, 47.563484201130464], ""type"": ""Point""}";22386;Frontalkollision;1 Unfall mit Sachschaden;2011;9;18;2 Dienstag;Nebenstrasse;False;False;False
47.551357934190634, 7.578296685420844;"{""coordinates"": [7.578296685420844, 47.551357934190634], ""type"": ""Point""}";22450;Frontalkollision;1 Unfall mit Sachschaden;2012;11;18;6 Samstag;Nebenstrasse;False;False;False
47.551831031045616, 7.601812036866321;"{""coordinates"": [7.601812036866321, 47.551831031045616], ""type"": ""Point""}";22755;Frontalkollision;1 Unfall mit Sachschaden;2015;12;11;4 Donnerstag;Nebenstrasse;False;False;False
47.54636704060634, 7.561759048015457;"{""coordinates"": [7.561759048015457, 47.54636704060634], ""type"": ""Point""}";22818;Frontalkollision;2 Unfall mit Leichtverletzten;2018;2;11;6 Samstag;Nebenstrasse;False;False;False
47.548786870508444, 7.57733351551711;"{""coordinates"": [7.57733351551711, 47.548786870508444], ""type"": ""Point""}";22873;Frontalkollision;1 Unfall mit Sachschaden;2014;7;9;4 Donnerstag;Nebenstrasse;False;False;False
47.53089149779071, 7.596741663313908;"{""coordinates"": [7.596741663313908, 47.53089149779071], ""type"": ""Point""}";23924;Frontalkollision;1 Unfall mit Sachschaden;2011;8;12;5 Freitag;Nebenstrasse;False;False;False
47.54563451377426, 7.556962108513398;"{""coordinates"": [7.556962108513398, 47.54563451377426], ""type"": ""Point""}";24083;Frontalkollision;1 Unfall mit Sachschaden;2014;5;11;4 Donnerstag;Nebenstrasse;False;True;False
47.5603767079919, 7.619004908667911;"{""coordinates"": [7.619004908667911, 47.5603767079919], ""type"": ""Point""}";24317;Frontalkollision;1 Unfall mit Sachschaden;2016;12;17;6 Samstag;Nebenstrasse;False;False;False
47.54021870374324, 7.602785977982235;"{""coordinates"": [7.602785977982235, 47.54021870374324], ""type"": ""Point""}";24679;Frontalkollision;1 Unfall mit Sachschaden;2011;11;9;3 Mittwoch;Nebenstrasse;False;False;False
47.55857810681804, 7.579790357670744;"{""coordinates"": [7.579790357670744, 47.55857810681804], ""type"": ""Point""}";24690;Frontalkollision;1 Unfall mit Sachschaden;2014;4;5;7 Sonntag;Nebenstrasse;False;False;False
47.54257821589664, 7.618904906967332;"{""coordinates"": [7.618904906967332, 47.54257821589664], ""type"": ""Point""}";25054;Frontalkollision;2 Unfall mit Leichtverletzten;2016;6;6;2 Dienstag;Hauptstrasse;False;True;False
47.539983512397264, 7.615974134672364;"{""coordinates"": [7.615974134672364, 47.539983512397264], ""type"": ""Point""}";25265;Frontalkollision;1 Unfall mit Sachschaden;2017;2;11;5 Freitag;Hauptstrasse;False;False;False
47.56690114645086, 7.627824020238749;"{""coordinates"": [7.627824020238749, 47.56690114645086], ""type"": ""Point""}";25407;Frontalkollision;2 Unfall mit Leichtverletzten;2011;9;10;1 Montag;Nebenstrasse;False;True;False
47.56717692145213, 7.624117460761193;"{""coordinates"": [7.624117460761193, 47.56717692145213], ""type"": ""Point""}";25466;Frontalkollision;2 Unfall mit Leichtverletzten;2021;10;20;5 Freitag;Nebenstrasse;False;True;False
47.554852316494184, 7.5888944132193155;"{""coordinates"": [7.588894413219315, 47.554852316494184], ""type"": ""Point""}";25958;Frontalkollision;3 Unfall mit Schwerverletzten;2014;2;0;3 Mittwoch;Nebenstrasse;False;True;False
47.57343768845192, 7.59244204381524;"{""coordinates"": [7.59244204381524, 47.57343768845192], ""type"": ""Point""}";25970;Frontalkollision;2 Unfall mit Leichtverletzten;2019;1;7;3 Mittwoch;Nebenstrasse;False;True;False
47.548416460054504, 7.578727369295462;"{""coordinates"": [7.578727369295462, 47.548416460054504], ""type"": ""Point""}";26121;Frontalkollision;2 Unfall mit Leichtverletzten;2015;9;21;5 Freitag;Nebenstrasse;False;True;False
47.55775020045032, 7.607224366943226;"{""coordinates"": [7.607224366943226, 47.55775020045032], ""type"": ""Point""}";26630;Frontalkollision;2 Unfall mit Leichtverletzten;2015;8;17;5 Freitag;andere;False;True;False
47.566447020447825, 7.57266195441878;"{""coordinates"": [7.57266195441878, 47.566447020447825], ""type"": ""Point""}";27095;Frontalkollision;3 Unfall mit Schwerverletzten;2014;4;13;5 Freitag;Nebenstrasse;False;False;True
47.57209773694635, 7.623323891641811;"{""coordinates"": [7.623323891641811, 47.57209773694635], ""type"": ""Point""}";27321;Frontalkollision;2 Unfall mit Leichtverletzten;2021;5;23;5 Freitag;Nebenstrasse;False;True;False
47.554882992449606, 7.578704465249039;"{""coordinates"": [7.578704465249039, 47.554882992449606], ""type"": ""Point""}";28317;Frontalkollision;1 Unfall mit Sachschaden;2013;4;0;7 Sonntag;Nebenstrasse;False;True;False
47.58880842351907, 7.654436777102224;"{""coordinates"": [7.654436777102224, 47.58880842351907], ""type"": ""Point""}";28622;Frontalkollision;1 Unfall mit Sachschaden;2014;3;22;6 Samstag;Nebenstrasse;False;False;False
47.58127340921829, 7.60394907188943;"{""coordinates"": [7.60394907188943, 47.58127340921829], ""type"": ""Point""}";28759;Frontalkollision;1 Unfall mit Sachschaden;2012;8;11;4 Donnerstag;Nebenstrasse;False;False;False
47.556669592100384, 7.588474373018592;"{""coordinates"": [7.588474373018592, 47.556669592100384], ""type"": ""Point""}";28984;Frontalkollision;1 Unfall mit Sachschaden;2019;11;1;6 Samstag;Nebenstrasse;False;True;False
47.55204377901458, 7.590812818009497;"{""coordinates"": [7.590812818009497, 47.55204377901458], ""type"": ""Point""}";29624;Frontalkollision;1 Unfall mit Sachschaden;2011;6;7;3 Mittwoch;Nebenstrasse;False;False;False
47.55537991293799, 7.5768059133542245;"{""coordinates"": [7.576805913354224, 47.55537991293799], ""type"": ""Point""}";29792;Frontalkollision;1 Unfall mit Sachschaden;2011;9;11;1 Montag;Nebenstrasse;False;False;False
47.55986948882212, 7.615468896348187;"{""coordinates"": [7.615468896348187, 47.55986948882212], ""type"": ""Point""}";29857;Frontalkollision;2 Unfall mit Leichtverletzten;2018;3;0;1 Montag;Nebenstrasse;False;False;True
47.568492188102894, 7.577278358912506;"{""coordinates"": [7.577278358912506, 47.568492188102894], ""type"": ""Point""}";29989;Frontalkollision;1 Unfall mit Sachschaden;2017;1;9;6 Samstag;Nebenstrasse;False;False;False
47.557464832181616, 7.605536114770012;"{""coordinates"": [7.605536114770012, 47.557464832181616], ""type"": ""Point""}";30753;Frontalkollision;3 Unfall mit Schwerverletzten;2024;10;16;2 Dienstag;Nebenstrasse;False;True;False
47.536553326038984, 7.606227769316418;"{""coordinates"": [7.606227769316418, 47.536553326038984], ""type"": ""Point""}";21143;Parkierunfall;1 Unfall mit Sachschaden;2018;9;16;5 Freitag;andere;False;False;False
47.55119701075614, 7.561451333795639;"{""coordinates"": [7.561451333795639, 47.55119701075614], ""type"": ""Point""}";21173;Parkierunfall;2 Unfall mit Leichtverletzten;2012;12;11;5 Freitag;Nebenstrasse;False;False;False
47.539308405418396, 7.590962485110736;"{""coordinates"": [7.590962485110736, 47.539308405418396], ""type"": ""Point""}";21190;Parkierunfall;1 Unfall mit Sachschaden;2013;4;;3 Mittwoch;Nebenstrasse;False;False;False
47.56782096307029, 7.566512682058421;"{""coordinates"": [7.566512682058421, 47.56782096307029], ""type"": ""Point""}";21191;Parkierunfall;1 Unfall mit Sachschaden;2020;9;16;3 Mittwoch;Hauptstrasse;False;False;False
47.56389172587436, 7.5570290668057245;"{""coordinates"": [7.557029066805725, 47.56389172587436], ""type"": ""Point""}";21192;Parkierunfall;1 Unfall mit Sachschaden;2012;3;;1 Montag;andere;False;False;False
47.56016058390858, 7.564434892994767;"{""coordinates"": [7.564434892994767, 47.56016058390858], ""type"": ""Point""}";21201;Parkierunfall;1 Unfall mit Sachschaden;2011;3;;4 Donnerstag;Nebenstrasse;False;False;False
47.582538346884746, 7.593146185435748;"{""coordinates"": [7.593146185435748, 47.582538346884746], ""type"": ""Point""}";21203;Parkierunfall;1 Unfall mit Sachschaden;2012;12;;2 Dienstag;Nebenstrasse;False;False;False
